"Notes","Ten-Year Age Groups","Ten-Year Age Groups Code","State","State Code","Year","Year Code","Sex","Sex Code",Deaths,Population,Crude Rate
,"55-64 years","55-64","New Hampshire","33","2011","2011","Male","M",Suppressed,92116,Suppressed
,"55-64 years","55-64","New Hampshire","33","2012","2012","Female","F",Suppressed,95965,Suppressed
,"55-64 years","55-64","New Hampshire","33","2012","2012","Male","M",Suppressed,93547,Suppressed
,"55-64 years","55-64","New Hampshire","33","2013","2013","Female","F",Suppressed,97762,Suppressed
,"55-64 years","55-64","New Hampshire","33","2013","2013","Male","M",Suppressed,95564,Suppressed
,"55-64 years","55-64","New Hampshire","33","2014","2014","Female","F",Suppressed,100100,Suppressed
,"55-64 years","55-64","New Hampshire","33","2014","2014","Male","M",Suppressed,97595,Suppressed
,"55-64 years","55-64","New Hampshire","33","2015","2015","Female","F",Suppressed,102376,Suppressed
,"55-64 years","55-64","New Hampshire","33","2015","2015","Male","M",Suppressed,99471,Suppressed
,"55-64 years","55-64","New Hampshire","33","2016","2016","Female","F",Suppressed,104675,Suppressed
,"55-64 years","55-64","New Hampshire","33","2016","2016","Male","M",Suppressed,101481,Suppressed
,"55-64 years","55-64","New Hampshire","33","2017","2017","Female","F",Suppressed,106397,Suppressed
,"55-64 years","55-64","New Hampshire","33","2017","2017","Male","M",Suppressed,102887,Suppressed
,"55-64 years","55-64","New Hampshire","33","2018","2018","Female","F",Suppressed,108280,Suppressed
,"55-64 years","55-64","New Hampshire","33","2018","2018","Male","M",Suppressed,104235,Suppressed
,"55-64 years","55-64","New Hampshire","33","2019","2019","Female","F",Suppressed,109277,Suppressed
,"55-64 years","55-64","New Hampshire","33","2019","2019","Male","M",Suppressed,105037,Suppressed
,"55-64 years","55-64","New Hampshire","33","2020","2020","Female","F",Suppressed,109753,Suppressed
,"55-64 years","55-64","New Hampshire","33","2020","2020","Male","M",13,105420,Unreliable
,"55-64 years","55-64","New Jersey","34","1999","1999","Female","F",22,388538,5.7
,"55-64 years","55-64","New Jersey","34","1999","1999","Male","M",30,352541,8.5
,"55-64 years","55-64","New Jersey","34","2000","2000","Female","F",22,395352,5.6
,"55-64 years","55-64","New Jersey","34","2000","2000","Male","M",34,358632,9.5
,"55-64 years","55-64","New Jersey","34","2001","2001","Female","F",26,408168,6.4
,"55-64 years","55-64","New Jersey","34","2001","2001","Male","M",42,369011,11.4
,"55-64 years","55-64","New Jersey","34","2002","2002","Female","F",21,432204,4.9
,"55-64 years","55-64","New Jersey","34","2002","2002","Male","M",30,390822,7.7
,"55-64 years","55-64","New Jersey","34","2003","2003","Female","F",20,449626,4.4
,"55-64 years","55-64","New Jersey","34","2003","2003","Male","M",32,406938,7.9
,"55-64 years","55-64","New Jersey","34","2004","2004","Female","F",30,465646,6.4
,"55-64 years","55-64","New Jersey","34","2004","2004","Male","M",33,419614,7.9
,"55-64 years","55-64","New Jersey","34","2005","2005","Female","F",30,480528,6.2
,"55-64 years","55-64","New Jersey","34","2005","2005","Male","M",36,433623,8.3
,"55-64 years","55-64","New Jersey","34","2006","2006","Female","F",26,495123,5.3
,"55-64 years","55-64","New Jersey","34","2006","2006","Male","M",44,447202,9.8
,"55-64 years","55-64","New Jersey","34","2007","2007","Female","F",27,506648,5.3
,"55-64 years","55-64","New Jersey","34","2007","2007","Male","M",38,459093,8.3
,"55-64 years","55-64","New Jersey","34","2008","2008","Female","F",25,516240,4.8
,"55-64 years","55-64","New Jersey","34","2008","2008","Male","M",40,467853,8.5
,"55-64 years","55-64","New Jersey","34","2009","2009","Female","F",15,532246,Unreliable
,"55-64 years","55-64","New Jersey","34","2009","2009","Male","M",42,484788,8.7
,"55-64 years","55-64","New Jersey","34","2010","2010","Female","F",37,546969,6.8
,"55-64 years","55-64","New Jersey","34","2010","2010","Male","M",46,499196,9.2
,"55-64 years","55-64","New Jersey","34","2011","2011","Female","F",22,568021,3.9
,"55-64 years","55-64","New Jersey","34","2011","2011","Male","M",41,519346,7.9
,"55-64 years","55-64","New Jersey","34","2012","2012","Female","F",21,575430,3.6
,"55-64 years","55-64","New Jersey","34","2012","2012","Male","M",45,528133,8.5
,"55-64 years","55-64","New Jersey","34","2013","2013","Female","F",30,587564,5.1
,"55-64 years","55-64","New Jersey","34","2013","2013","Male","M",42,540141,7.8
,"55-64 years","55-64","New Jersey","34","2014","2014","Female","F",31,600759,5.2
,"55-64 years","55-64","New Jersey","34","2014","2014","Male","M",41,553469,7.4
,"55-64 years","55-64","New Jersey","34","2015","2015","Female","F",20,613453,3.3
,"55-64 years","55-64","New Jersey","34","2015","2015","Male","M",59,566337,10.4
,"55-64 years","55-64","New Jersey","34","2016","2016","Female","F",45,620332,7.3
,"55-64 years","55-64","New Jersey","34","2016","2016","Male","M",60,575478,10.4
,"55-64 years","55-64","New Jersey","34","2017","2017","Female","F",47,630377,7.5
,"55-64 years","55-64","New Jersey","34","2017","2017","Male","M",63,586428,10.7
,"55-64 years","55-64","New Jersey","34","2018","2018","Female","F",39,631101,6.2
,"55-64 years","55-64","New Jersey","34","2018","2018","Male","M",79,588230,13.4
,"55-64 years","55-64","New Jersey","34","2019","2019","Female","F",49,633286,7.7
,"55-64 years","55-64","New Jersey","34","2019","2019","Male","M",70,590363,11.9
,"55-64 years","55-64","New Jersey","34","2020","2020","Female","F",43,632396,6.8
,"55-64 years","55-64","New Jersey","34","2020","2020","Male","M",85,590263,14.4
,"55-64 years","55-64","New Mexico","35","1999","1999","Female","F",Suppressed,80579,Suppressed
,"55-64 years","55-64","New Mexico","35","1999","1999","Male","M",Suppressed,74425,Suppressed
,"55-64 years","55-64","New Mexico","35","2000","2000","Female","F",Suppressed,82557,Suppressed
,"55-64 years","55-64","New Mexico","35","2000","2000","Male","M",Suppressed,76195,Suppressed
,"55-64 years","55-64","New Mexico","35","2001","2001","Female","F",Suppressed,85437,Suppressed
,"55-64 years","55-64","New Mexico","35","2001","2001","Male","M",Suppressed,79037,Suppressed
,"55-64 years","55-64","New Mexico","35","2002","2002","Female","F",Suppressed,91108,Suppressed
,"55-64 years","55-64","New Mexico","35","2002","2002","Male","M",Suppressed,84608,Suppressed
,"55-64 years","55-64","New Mexico","35","2003","2003","Female","F",Suppressed,96046,Suppressed
,"55-64 years","55-64","New Mexico","35","2003","2003","Male","M",12,89419,Unreliable
,"55-64 years","55-64","New Mexico","35","2004","2004","Female","F",Suppressed,101296,Suppressed
,"55-64 years","55-64","New Mexico","35","2004","2004","Male","M",Suppressed,94687,Suppressed
,"55-64 years","55-64","New Mexico","35","2005","2005","Female","F",Suppressed,106960,Suppressed
,"55-64 years","55-64","New Mexico","35","2005","2005","Male","M",Suppressed,100486,Suppressed
,"55-64 years","55-64","New Mexico","35","2006","2006","Female","F",Suppressed,113268,Suppressed
,"55-64 years","55-64","New Mexico","35","2006","2006","Male","M",Suppressed,106320,Suppressed
,"55-64 years","55-64","New Mexico","35","2007","2007","Female","F",12,119249,Unreliable
,"55-64 years","55-64","New Mexico","35","2007","2007","Male","M",11,111662,Unreliable
,"55-64 years","55-64","New Mexico","35","2008","2008","Female","F",Suppressed,124095,Suppressed
,"55-64 years","55-64","New Mexico","35","2008","2008","Male","M",11,115835,Unreliable
,"55-64 years","55-64","New Mexico","35","2009","2009","Female","F",Suppressed,129130,Suppressed
,"55-64 years","55-64","New Mexico","35","2009","2009","Male","M",Suppressed,120139,Suppressed
,"55-64 years","55-64","New Mexico","35","2010","2010","Female","F",Suppressed,133168,Suppressed
,"55-64 years","55-64","New Mexico","35","2010","2010","Male","M",Suppressed,123768,Suppressed
,"55-64 years","55-64","New Mexico","35","2011","2011","Female","F",Suppressed,138405,Suppressed
,"55-64 years","55-64","New Mexico","35","2011","2011","Male","M",Suppressed,127916,Suppressed
,"55-64 years","55-64","New Mexico","35","2012","2012","Female","F",Suppressed,138953,Suppressed
,"55-64 years","55-64","New Mexico","35","2012","2012","Male","M",Suppressed,128417,Suppressed
,"55-64 years","55-64","New Mexico","35","2013","2013","Female","F",Suppressed,139531,Suppressed
,"55-64 years","55-64","New Mexico","35","2013","2013","Male","M",Suppressed,128436,Suppressed
,"55-64 years","55-64","New Mexico","35","2014","2014","Female","F",Suppressed,140675,Suppressed
,"55-64 years","55-64","New Mexico","35","2014","2014","Male","M",10,128725,Unreliable
,"55-64 years","55-64","New Mexico","35","2015","2015","Female","F",Suppressed,142058,Suppressed
,"55-64 years","55-64","New Mexico","35","2015","2015","Male","M",13,129423,Unreliable
,"55-64 years","55-64","New Mexico","35","2016","2016","Female","F",Suppressed,142889,Suppressed
,"55-64 years","55-64","New Mexico","35","2016","2016","Male","M",17,130341,Unreliable
,"55-64 years","55-64","New Mexico","35","2017","2017","Female","F",13,143521,Unreliable
,"55-64 years","55-64","New Mexico","35","2017","2017","Male","M",Suppressed,131169,Suppressed
,"55-64 years","55-64","New Mexico","35","2018","2018","Female","F",Suppressed,143175,Suppressed
,"55-64 years","55-64","New Mexico","35","2018","2018","Male","M",19,130972,Unreliable
,"55-64 years","55-64","New Mexico","35","2019","2019","Female","F",13,142663,Unreliable
,"55-64 years","55-64","New Mexico","35","2019","2019","Male","M",25,130258,19.2
,"55-64 years","55-64","New Mexico","35","2020","2020","Female","F",13,141084,Unreliable
,"55-64 years","55-64","New Mexico","35","2020","2020","Male","M",19,128828,Unreliable
,"55-64 years","55-64","New York","36","1999","1999","Female","F",54,889098,6.1
,"55-64 years","55-64","New York","36","1999","1999","Male","M",95,775941,12.2
,"55-64 years","55-64","New York","36","2000","2000","Female","F",63,901800,7.0
,"55-64 years","55-64","New York","36","2000","2000","Male","M",79,786187,10.0
,"55-64 years","55-64","New York","36","2001","2001","Female","F",67,924638,7.2
,"55-64 years","55-64","New York","36","2001","2001","Male","M",83,806901,10.3
,"55-64 years","55-64","New York","36","2002","2002","Female","F",55,970960,5.7
,"55-64 years","55-64","New York","36","2002","2002","Male","M",68,850193,8.0
,"55-64 years","55-64","New York","36","2003","2003","Female","F",54,1005797,5.4
,"55-64 years","55-64","New York","36","2003","2003","Male","M",94,883032,10.6
,"55-64 years","55-64","New York","36","2004","2004","Female","F",46,1039260,4.4
,"55-64 years","55-64","New York","36","2004","2004","Male","M",81,914401,8.9
,"55-64 years","55-64","New York","36","2005","2005","Female","F",72,1070993,6.7
,"55-64 years","55-64","New York","36","2005","2005","Male","M",77,946497,8.1
,"55-64 years","55-64","New York","36","2006","2006","Female","F",79,1101973,7.2
,"55-64 years","55-64","New York","36","2006","2006","Male","M",101,977666,10.3
,"55-64 years","55-64","New York","36","2007","2007","Female","F",48,1128689,4.3
,"55-64 years","55-64","New York","36","2007","2007","Male","M",88,1005180,8.8
,"55-64 years","55-64","New York","36","2008","2008","Female","F",58,1149766,5.0
,"55-64 years","55-64","New York","36","2008","2008","Male","M",94,1028452,9.1
,"55-64 years","55-64","New York","36","2009","2009","Female","F",58,1182654,4.9
,"55-64 years","55-64","New York","36","2009","2009","Male","M",70,1061593,6.6
,"55-64 years","55-64","New York","36","2010","2010","Female","F",49,1211462,4.0
,"55-64 years","55-64","New York","36","2010","2010","Male","M",85,1092206,7.8
,"55-64 years","55-64","New York","36","2011","2011","Female","F",57,1254134,4.5
,"55-64 years","55-64","New York","36","2011","2011","Male","M",95,1135032,8.4
,"55-64 years","55-64","New York","36","2012","2012","Female","F",63,1266403,5.0
,"55-64 years","55-64","New York","36","2012","2012","Male","M",96,1148476,8.4
,"55-64 years","55-64","New York","36","2013","2013","Female","F",76,1286176,5.9
,"55-64 years","55-64","New York","36","2013","2013","Male","M",128,1171313,10.9
,"55-64 years","55-64","New York","36","2014","2014","Female","F",81,1306194,6.2
,"55-64 years","55-64","New York","36","2014","2014","Male","M",125,1193416,10.5
,"55-64 years","55-64","New York","36","2015","2015","Female","F",80,1327418,6.0
,"55-64 years","55-64","New York","36","2015","2015","Male","M",138,1216582,11.3
,"55-64 years","55-64","New York","36","2016","2016","Female","F",82,1339405,6.1
,"55-64 years","55-64","New York","36","2016","2016","Male","M",138,1228302,11.2
,"55-64 years","55-64","New York","36","2017","2017","Female","F",94,1355860,6.9
,"55-64 years","55-64","New York","36","2017","2017","Male","M",141,1244341,11.3
,"55-64 years","55-64","New York","36","2018","2018","Female","F",89,1351771,6.6
,"55-64 years","55-64","New York","36","2018","2018","Male","M",136,1242850,10.9
,"55-64 years","55-64","New York","36","2019","2019","Female","F",69,1353034,5.1
,"55-64 years","55-64","New York","36","2019","2019","Male","M",170,1244122,13.7
,"55-64 years","55-64","New York","36","2020","2020","Female","F",88,1346245,6.5
,"55-64 years","55-64","New York","36","2020","2020","Male","M",146,1238451,11.8
,"55-64 years","55-64","North Carolina","37","1999","1999","Female","F",19,372529,Unreliable
,"55-64 years","55-64","North Carolina","37","1999","1999","Male","M",43,337298,12.7
,"55-64 years","55-64","North Carolina","37","2000","2000","Female","F",44,379252,11.6
,"55-64 years","55-64","North Carolina","37","2000","2000","Male","M",46,344460,13.4
,"55-64 years","55-64","North Carolina","37","2001","2001","Female","F",38,393606,9.7
,"55-64 years","55-64","North Carolina","37","2001","2001","Male","M",49,359046,13.6
,"55-64 years","55-64","North Carolina","37","2002","2002","Female","F",46,420583,10.9
,"55-64 years","55-64","North Carolina","37","2002","2002","Male","M",46,384501,12.0
,"55-64 years","55-64","North Carolina","37","2003","2003","Female","F",52,444058,11.7
,"55-64 years","55-64","North Carolina","37","2003","2003","Male","M",74,406936,18.2
,"55-64 years","55-64","North Carolina","37","2004","2004","Female","F",29,466369,6.2
,"55-64 years","55-64","North Carolina","37","2004","2004","Male","M",53,427657,12.4
