"Notes","Ten-Year Age Groups","Ten-Year Age Groups Code","State","State Code","Year","Year Code","Sex","Sex Code",Deaths,Population,Crude Rate
,"55-64 years","55-64","Maryland","24","2018","2018","Female","F",249,427284,58.3
,"55-64 years","55-64","Maryland","24","2018","2018","Male","M",595,385450,154.4
,"55-64 years","55-64","Maryland","24","2019","2019","Female","F",245,429758,57.0
,"55-64 years","55-64","Maryland","24","2019","2019","Male","M",580,388761,149.2
,"55-64 years","55-64","Maryland","24","2020","2020","Female","F",283,429693,65.9
,"55-64 years","55-64","Maryland","24","2020","2020","Male","M",623,389501,159.9
,"55-64 years","55-64","Massachusetts","25","1999","1999","Female","F",228,279849,81.5
,"55-64 years","55-64","Massachusetts","25","1999","1999","Male","M",596,254634,234.1
,"55-64 years","55-64","Massachusetts","25","2000","2000","Female","F",216,286062,75.5
,"55-64 years","55-64","Massachusetts","25","2000","2000","Male","M",572,260345,219.7
,"55-64 years","55-64","Massachusetts","25","2001","2001","Female","F",206,295550,69.7
,"55-64 years","55-64","Massachusetts","25","2001","2001","Male","M",578,269128,214.8
,"55-64 years","55-64","Massachusetts","25","2002","2002","Female","F",224,314557,71.2
,"55-64 years","55-64","Massachusetts","25","2002","2002","Male","M",584,287556,203.1
,"55-64 years","55-64","Massachusetts","25","2003","2003","Female","F",234,329563,71.0
,"55-64 years","55-64","Massachusetts","25","2003","2003","Male","M",598,300959,198.7
,"55-64 years","55-64","Massachusetts","25","2004","2004","Female","F",214,343745,62.3
,"55-64 years","55-64","Massachusetts","25","2004","2004","Male","M",575,313962,183.1
,"55-64 years","55-64","Massachusetts","25","2005","2005","Female","F",179,356702,50.2
,"55-64 years","55-64","Massachusetts","25","2005","2005","Male","M",555,326418,170.0
,"55-64 years","55-64","Massachusetts","25","2006","2006","Female","F",185,369814,50.0
,"55-64 years","55-64","Massachusetts","25","2006","2006","Male","M",520,338730,153.5
,"55-64 years","55-64","Massachusetts","25","2007","2007","Female","F",193,381981,50.5
,"55-64 years","55-64","Massachusetts","25","2007","2007","Male","M",561,350195,160.2
,"55-64 years","55-64","Massachusetts","25","2008","2008","Female","F",189,392418,48.2
,"55-64 years","55-64","Massachusetts","25","2008","2008","Male","M",552,360111,153.3
,"55-64 years","55-64","Massachusetts","25","2009","2009","Female","F",187,406699,46.0
,"55-64 years","55-64","Massachusetts","25","2009","2009","Male","M",555,373184,148.7
,"55-64 years","55-64","Massachusetts","25","2010","2010","Female","F",186,418480,44.4
,"55-64 years","55-64","Massachusetts","25","2010","2010","Male","M",547,384889,142.1
,"55-64 years","55-64","Massachusetts","25","2011","2011","Female","F",174,436395,39.9
,"55-64 years","55-64","Massachusetts","25","2011","2011","Male","M",558,401470,139.0
,"55-64 years","55-64","Massachusetts","25","2012","2012","Female","F",178,442936,40.2
,"55-64 years","55-64","Massachusetts","25","2012","2012","Male","M",545,407095,133.9
,"55-64 years","55-64","Massachusetts","25","2013","2013","Female","F",158,451350,35.0
,"55-64 years","55-64","Massachusetts","25","2013","2013","Male","M",551,415778,132.5
,"55-64 years","55-64","Massachusetts","25","2014","2014","Female","F",168,460599,36.5
,"55-64 years","55-64","Massachusetts","25","2014","2014","Male","M",524,424699,123.4
,"55-64 years","55-64","Massachusetts","25","2015","2015","Female","F",175,470170,37.2
,"55-64 years","55-64","Massachusetts","25","2015","2015","Male","M",547,434675,125.8
,"55-64 years","55-64","Massachusetts","25","2016","2016","Female","F",166,476411,34.8
,"55-64 years","55-64","Massachusetts","25","2016","2016","Male","M",500,440593,113.5
,"55-64 years","55-64","Massachusetts","25","2017","2017","Female","F",163,483950,33.7
,"55-64 years","55-64","Massachusetts","25","2017","2017","Male","M",511,447502,114.2
,"55-64 years","55-64","Massachusetts","25","2018","2018","Female","F",138,487475,28.3
,"55-64 years","55-64","Massachusetts","25","2018","2018","Male","M",553,451692,122.4
,"55-64 years","55-64","Massachusetts","25","2019","2019","Female","F",174,489790,35.5
,"55-64 years","55-64","Massachusetts","25","2019","2019","Male","M",488,453400,107.6
,"55-64 years","55-64","Massachusetts","25","2020","2020","Female","F",147,489268,30.0
,"55-64 years","55-64","Massachusetts","25","2020","2020","Male","M",517,454115,113.8
,"55-64 years","55-64","Michigan","26","1999","1999","Female","F",619,437946,141.3
,"55-64 years","55-64","Michigan","26","1999","1999","Male","M",1432,411898,347.7
,"55-64 years","55-64","Michigan","26","2000","2000","Female","F",605,444333,136.2
,"55-64 years","55-64","Michigan","26","2000","2000","Male","M",1424,418706,340.1
,"55-64 years","55-64","Michigan","26","2001","2001","Female","F",606,455183,133.1
,"55-64 years","55-64","Michigan","26","2001","2001","Male","M",1304,430507,302.9
,"55-64 years","55-64","Michigan","26","2002","2002","Female","F",607,482224,125.9
,"55-64 years","55-64","Michigan","26","2002","2002","Male","M",1311,457154,286.8
,"55-64 years","55-64","Michigan","26","2003","2003","Female","F",623,504040,123.6
,"55-64 years","55-64","Michigan","26","2003","2003","Male","M",1355,477879,283.5
,"55-64 years","55-64","Michigan","26","2004","2004","Female","F",543,525777,103.3
,"55-64 years","55-64","Michigan","26","2004","2004","Male","M",1336,498534,268.0
,"55-64 years","55-64","Michigan","26","2005","2005","Female","F",637,547546,116.3
,"55-64 years","55-64","Michigan","26","2005","2005","Male","M",1438,519514,276.8
,"55-64 years","55-64","Michigan","26","2006","2006","Female","F",579,569336,101.7
,"55-64 years","55-64","Michigan","26","2006","2006","Male","M",1381,539929,255.8
,"55-64 years","55-64","Michigan","26","2007","2007","Female","F",583,588434,99.1
,"55-64 years","55-64","Michigan","26","2007","2007","Male","M",1432,558423,256.4
,"55-64 years","55-64","Michigan","26","2008","2008","Female","F",553,603968,91.6
,"55-64 years","55-64","Michigan","26","2008","2008","Male","M",1363,571808,238.4
,"55-64 years","55-64","Michigan","26","2009","2009","Female","F",553,624795,88.5
,"55-64 years","55-64","Michigan","26","2009","2009","Male","M",1365,591642,230.7
,"55-64 years","55-64","Michigan","26","2010","2010","Female","F",574,643360,89.2
,"55-64 years","55-64","Michigan","26","2010","2010","Male","M",1401,608637,230.2
,"55-64 years","55-64","Michigan","26","2011","2011","Female","F",625,670537,93.2
,"55-64 years","55-64","Michigan","26","2011","2011","Male","M",1537,633616,242.6
,"55-64 years","55-64","Michigan","26","2012","2012","Female","F",614,680370,90.2
,"55-64 years","55-64","Michigan","26","2012","2012","Male","M",1514,641467,236.0
,"55-64 years","55-64","Michigan","26","2013","2013","Female","F",584,693450,84.2
,"55-64 years","55-64","Michigan","26","2013","2013","Male","M",1536,653858,234.9
,"55-64 years","55-64","Michigan","26","2014","2014","Female","F",626,703079,89.0
,"55-64 years","55-64","Michigan","26","2014","2014","Male","M",1644,663253,247.9
,"55-64 years","55-64","Michigan","26","2015","2015","Female","F",618,712124,86.8
,"55-64 years","55-64","Michigan","26","2015","2015","Male","M",1458,671762,217.0
,"55-64 years","55-64","Michigan","26","2016","2016","Female","F",652,716855,91.0
,"55-64 years","55-64","Michigan","26","2016","2016","Male","M",1586,675923,234.6
,"55-64 years","55-64","Michigan","26","2017","2017","Female","F",558,720333,77.5
,"55-64 years","55-64","Michigan","26","2017","2017","Male","M",1516,679897,223.0
,"55-64 years","55-64","Michigan","26","2018","2018","Female","F",566,721497,78.4
,"55-64 years","55-64","Michigan","26","2018","2018","Male","M",1466,681307,215.2
,"55-64 years","55-64","Michigan","26","2019","2019","Female","F",559,719320,77.7
,"55-64 years","55-64","Michigan","26","2019","2019","Male","M",1448,680215,212.9
,"55-64 years","55-64","Michigan","26","2020","2020","Female","F",580,711967,81.5
,"55-64 years","55-64","Michigan","26","2020","2020","Male","M",1642,674131,243.6
,"55-64 years","55-64","Minnesota","27","1999","1999","Female","F",129,201434,64.0
,"55-64 years","55-64","Minnesota","27","1999","1999","Male","M",372,194395,191.4
,"55-64 years","55-64","Minnesota","27","2000","2000","Female","F",112,206018,54.4
,"55-64 years","55-64","Minnesota","27","2000","2000","Male","M",361,198851,181.5
,"55-64 years","55-64","Minnesota","27","2001","2001","Female","F",114,213027,53.5
,"55-64 years","55-64","Minnesota","27","2001","2001","Male","M",386,206297,187.1
,"55-64 years","55-64","Minnesota","27","2002","2002","Female","F",101,226216,44.6
,"55-64 years","55-64","Minnesota","27","2002","2002","Male","M",343,219712,156.1
,"55-64 years","55-64","Minnesota","27","2003","2003","Female","F",85,237171,35.8
,"55-64 years","55-64","Minnesota","27","2003","2003","Male","M",357,230401,154.9
,"55-64 years","55-64","Minnesota","27","2004","2004","Female","F",108,248042,43.5
,"55-64 years","55-64","Minnesota","27","2004","2004","Male","M",338,241258,140.1
,"55-64 years","55-64","Minnesota","27","2005","2005","Female","F",89,259356,34.3
,"55-64 years","55-64","Minnesota","27","2005","2005","Male","M",377,253056,149.0
,"55-64 years","55-64","Minnesota","27","2006","2006","Female","F",110,271041,40.6
,"55-64 years","55-64","Minnesota","27","2006","2006","Male","M",322,265350,121.3
,"55-64 years","55-64","Minnesota","27","2007","2007","Female","F",99,283489,34.9
,"55-64 years","55-64","Minnesota","27","2007","2007","Male","M",351,277634,126.4
,"55-64 years","55-64","Minnesota","27","2008","2008","Female","F",105,293878,35.7
,"55-64 years","55-64","Minnesota","27","2008","2008","Male","M",357,288277,123.8
,"55-64 years","55-64","Minnesota","27","2009","2009","Female","F",105,306834,34.2
,"55-64 years","55-64","Minnesota","27","2009","2009","Male","M",350,301423,116.1
,"55-64 years","55-64","Minnesota","27","2010","2010","Female","F",85,317283,26.8
,"55-64 years","55-64","Minnesota","27","2010","2010","Male","M",345,312081,110.5
,"55-64 years","55-64","Minnesota","27","2011","2011","Female","F",95,333012,28.5
,"55-64 years","55-64","Minnesota","27","2011","2011","Male","M",387,328203,117.9
,"55-64 years","55-64","Minnesota","27","2012","2012","Female","F",110,339939,32.4
,"55-64 years","55-64","Minnesota","27","2012","2012","Male","M",382,335480,113.9
,"55-64 years","55-64","Minnesota","27","2013","2013","Female","F",97,350299,27.7
,"55-64 years","55-64","Minnesota","27","2013","2013","Male","M",397,345067,115.1
,"55-64 years","55-64","Minnesota","27","2014","2014","Female","F",114,358887,31.8
,"55-64 years","55-64","Minnesota","27","2014","2014","Male","M",424,352949,120.1
,"55-64 years","55-64","Minnesota","27","2015","2015","Female","F",103,367042,28.1
,"55-64 years","55-64","Minnesota","27","2015","2015","Male","M",392,360929,108.6
,"55-64 years","55-64","Minnesota","27","2016","2016","Female","F",101,372877,27.1
,"55-64 years","55-64","Minnesota","27","2016","2016","Male","M",414,366436,113.0
,"55-64 years","55-64","Minnesota","27","2017","2017","Female","F",106,377965,28.0
,"55-64 years","55-64","Minnesota","27","2017","2017","Male","M",405,371063,109.1
,"55-64 years","55-64","Minnesota","27","2018","2018","Female","F",124,380998,32.5
,"55-64 years","55-64","Minnesota","27","2018","2018","Male","M",407,373447,109.0
,"55-64 years","55-64","Minnesota","27","2019","2019","Female","F",111,381781,29.1
,"55-64 years","55-64","Minnesota","27","2019","2019","Male","M",358,374640,95.6
,"55-64 years","55-64","Minnesota","27","2020","2020","Female","F",123,379904,32.4
,"55-64 years","55-64","Minnesota","27","2020","2020","Male","M",377,372368,101.2
,"55-64 years","55-64","Mississippi","28","1999","1999","Female","F",214,127722,167.6
,"55-64 years","55-64","Mississippi","28","1999","1999","Male","M",483,114647,421.3
,"55-64 years","55-64","Mississippi","28","2000","2000","Female","F",235,129223,181.9
,"55-64 years","55-64","Mississippi","28","2000","2000","Male","M",464,116600,397.9
,"55-64 years","55-64","Mississippi","28","2001","2001","Female","F",201,131826,152.5
,"55-64 years","55-64","Mississippi","28","2001","2001","Male","M",422,119585,352.9
,"55-64 years","55-64","Mississippi","28","2002","2002","Female","F",242,138553,174.7
,"55-64 years","55-64","Mississippi","28","2002","2002","Male","M",459,126448,363.0
,"55-64 years","55-64","Mississippi","28","2003","2003","Female","F",228,143666,158.7
,"55-64 years","55-64","Mississippi","28","2003","2003","Male","M",405,131770,307.4
,"55-64 years","55-64","Mississippi","28","2004","2004","Female","F",189,149309,126.6
,"55-64 years","55-64","Mississippi","28","2004","2004","Male","M",483,137214,352.0
,"55-64 years","55-64","Mississippi","28","2005","2005","Female","F",214,154990,138.1
,"55-64 years","55-64","Mississippi","28","2005","2005","Male","M",489,142912,342.2
,"55-64 years","55-64","Mississippi","28","2006","2006","Female","F",210,160309,131.0
,"55-64 years","55-64","Mississippi","28","2006","2006","Male","M",423,148187,285.5
,"55-64 years","55-64","Mississippi","28","2007","2007","Female","F",192,165619,115.9
,"55-64 years","55-64","Mississippi","28","2007","2007","Male","M",475,153192,310.1
,"55-64 years","55-64","Mississippi","28","2008","2008","Female","F",199,170432,116.8
,"55-64 years","55-64","Mississippi","28","2008","2008","Male","M",476,157044,303.1
,"55-64 years","55-64","Mississippi","28","2009","2009","Female","F",190,175818,108.1
,"55-64 years","55-64","Mississippi","28","2009","2009","Male","M",431,161830,266.3
,"55-64 years","55-64","Mississippi","28","2010","2010","Female","F",168,180893,92.9
,"55-64 years","55-64","Mississippi","28","2010","2010","Male","M",436,166432,262.0
,"55-64 years","55-64","Mississippi","28","2011","2011","Female","F",184,188100,97.8
,"55-64 years","55-64","Mississippi","28","2011","2011","Male","M",429,172376,248.9
,"55-64 years","55-64","Mississippi","28","2012","2012","Female","F",213,189895,112.2
,"55-64 years","55-64","Mississippi","28","2012","2012","Male","M",499,173377,287.8
,"55-64 years","55-64","Mississippi","28","2013","2013","Female","F",198,192283,103.0
,"55-64 years","55-64","Mississippi","28","2013","2013","Male","M",490,175445,279.3
,"55-64 years","55-64","Mississippi","28","2014","2014","Female","F",204,195475,104.4
,"55-64 years","55-64","Mississippi","28","2014","2014","Male","M",510,177520,287.3
,"55-64 years","55-64","Mississippi","28","2015","2015","Female","F",204,198267,102.9
,"55-64 years","55-64","Mississippi","28","2015","2015","Male","M",461,179400,257.0
,"55-64 years","55-64","Mississippi","28","2016","2016","Female","F",207,200236,103.4
,"55-64 years","55-64","Mississippi","28","2016","2016","Male","M",412,180593,228.1
,"55-64 years","55-64","Mississippi","28","2017","2017","Female","F",213,201952,105.5
,"55-64 years","55-64","Mississippi","28","2017","2017","Male","M",479,182123,263.0
,"55-64 years","55-64","Mississippi","28","2018","2018","Female","F",218,202786,107.5
,"55-64 years","55-64","Mississippi","28","2018","2018","Male","M",459,183107,250.7
,"55-64 years","55-64","Mississippi","28","2019","2019","Female","F",228,202711,112.5
,"55-64 years","55-64","Mississippi","28","2019","2019","Male","M",489,183200,266.9
,"55-64 years","55-64","Mississippi","28","2020","2020","Female","F",267,201302,132.6
,"55-64 years","55-64","Mississippi","28","2020","2020","Male","M",571,181730,314.2
,"55-64 years","55-64","Missouri","29","1999","1999","Female","F",347,260010,133.5
,"55-64 years","55-64","Missouri","29","1999","1999","Male","M",808,239259,337.7
,"55-64 years","55-64","Missouri","29","2000","2000","Female","F",329,264126,124.6
,"55-64 years","55-64","Missouri","29","2000","2000","Male","M",702,243272,288.6
,"55-64 years","55-64","Missouri","29","2001","2001","Female","F",327,271011,120.7
,"55-64 years","55-64","Missouri","29","2001","2001","Male","M",760,249323,304.8
,"55-64 years","55-64","Missouri","29","2002","2002","Female","F",341,285919,119.3
,"55-64 years","55-64","Missouri","29","2002","2002","Male","M",770,263321,292.4
,"55-64 years","55-64","Missouri","29","2003","2003","Female","F",345,297107,116.1
,"55-64 years","55-64","Missouri","29","2003","2003","Male","M",726,274704,264.3
,"55-64 years","55-64","Missouri","29","2004","2004","Female","F",333,308420,108.0
,"55-64 years","55-64","Missouri","29","2004","2004","Male","M",756,285301,265.0
,"55-64 years","55-64","Missouri","29","2005","2005","Female","F",287,320529,89.5
,"55-64 years","55-64","Missouri","29","2005","2005","Male","M",751,296437,253.3
,"55-64 years","55-64","Missouri","29","2006","2006","Female","F",348,333001,104.5
